,Iteration,Loss,Accuracy
0,0,0.7009158730506897,0.2979976534843445
1,1,0.6135843396186829,0.8451119065284729
2,2,0.48238635063171387,0.8404004573822021
3,3,0.35213416814804077,0.8368669152259827
4,4,0.3314277231693268,0.8374558091163635
5,5,0.3674509525299072,0.8351001143455505
6,6,0.38506433367729187,0.8351001143455505
7,7,0.36851584911346436,0.833922266960144
8,8,0.3400149643421173,0.833922266960144
9,9,0.32687634229660034,0.8351001143455505
10,10,0.33423513174057007,0.8351001143455505
11,11,0.34139224886894226,0.8368669152259827
12,12,0.33586516976356506,0.8374558091163635
13,13,0.3282700777053833,0.8374558091163635
14,14,0.32715657353401184,0.8374558091163635
15,15,0.3294944167137146,0.8374558091163635
16,16,0.33034369349479675,0.8374558091163635
17,17,0.32888689637184143,0.836277961730957
18,18,0.3272150158882141,0.8351001143455505
19,19,0.32689085602760315,0.8351001143455505
20,20,0.32744646072387695,0.8351001143455505
21,21,0.3276757299900055,0.8351001143455505
22,22,0.3273073136806488,0.8351001143455505
23,23,0.3269098103046417,0.836277961730957
24,24,0.32685551047325134,0.8374558091163635
25,25,0.3269888758659363,0.8374558091163635
26,26,0.32703664898872375,0.8374558091163635
27,27,0.3269508481025696,0.8374558091163635
28,28,0.32685670256614685,0.8368669152259827
29,29,0.3268404006958008,0.836277961730957
30,30,0.3268713057041168,0.836277961730957
31,31,0.3268844783306122,0.8356890678405762
32,32,0.326865017414093,0.8356890678405762
33,33,0.3268422484397888,0.836277961730957
34,34,0.3268377482891083,0.836277961730957
35,35,0.32684487104415894,0.836277961730957
36,36,0.32684820890426636,0.836277961730957
37,37,0.3268439769744873,0.836277961730957
38,38,0.32683858275413513,0.836277961730957
39,39,0.3268372714519501,0.836277961730957
40,40,0.32683876156806946,0.836277961730957
41,41,0.32683974504470825,0.836277961730957
42,42,0.326838880777359,0.836277961730957
43,43,0.32683756947517395,0.836277961730957
44,44,0.32683712244033813,0.836277961730957
45,45,0.3268374502658844,0.836277961730957
46,46,0.3268377482891083,0.836277961730957
47,47,0.3268376290798187,0.836277961730957
48,48,0.3268371820449829,0.836277961730957
49,49,0.32683703303337097,0.836277961730957
50,50,0.3268372118473053,0.836277961730957
51,51,0.32683733105659485,0.836277961730957
52,52,0.32683733105659485,0.836277961730957
53,53,0.32683712244033813,0.836277961730957
54,54,0.3268371820449829,0.836277961730957
55,55,0.32683712244033813,0.836277961730957
56,56,0.32683709263801575,0.836277961730957
57,57,0.32683712244033813,0.836277961730957
58,58,0.3268371522426605,0.836277961730957
59,59,0.32683712244033813,0.836277961730957
60,60,0.32683709263801575,0.836277961730957
61,61,0.32683703303337097,0.836277961730957
62,62,0.32683703303337097,0.836277961730957
63,63,0.3268371522426605,0.836277961730957
64,64,0.32683709263801575,0.836277961730957
65,65,0.32683712244033813,0.836277961730957
66,66,0.3268371522426605,0.836277961730957
67,67,0.32683712244033813,0.836277961730957
68,68,0.32683709263801575,0.836277961730957
69,69,0.3268371522426605,0.836277961730957
70,70,0.3268371820449829,0.836277961730957
71,71,0.3268371820449829,0.836277961730957
72,72,0.32683712244033813,0.836277961730957
73,73,0.32683709263801575,0.836277961730957
74,74,0.32683712244033813,0.836277961730957
75,75,0.3268371820449829,0.836277961730957
76,76,0.32683712244033813,0.836277961730957
77,77,0.3268371522426605,0.836277961730957
78,78,0.32683709263801575,0.836277961730957
79,79,0.32683709263801575,0.836277961730957
80,80,0.3268372714519501,0.836277961730957
81,81,0.32683709263801575,0.836277961730957
82,82,0.32683709263801575,0.836277961730957
83,83,0.32683709263801575,0.836277961730957
84,84,0.3268371522426605,0.836277961730957
85,85,0.32683712244033813,0.836277961730957
86,86,0.3268371820449829,0.836277961730957
87,87,0.32683709263801575,0.836277961730957
88,88,0.3268371522426605,0.836277961730957
89,89,0.32683712244033813,0.836277961730957
90,90,0.32683712244033813,0.836277961730957
91,91,0.32683709263801575,0.836277961730957
92,92,0.3268371522426605,0.836277961730957
93,93,0.32683712244033813,0.836277961730957
94,94,0.32683709263801575,0.836277961730957
95,95,0.32683703303337097,0.836277961730957
96,96,0.32683712244033813,0.836277961730957
97,97,0.3268371522426605,0.836277961730957
98,98,0.3268371522426605,0.836277961730957
99,99,0.32683712244033813,0.836277961730957
100,100,0.32683712244033813,0.836277961730957
101,101,0.3268371820449829,0.836277961730957
102,102,0.3268371522426605,0.836277961730957
103,103,0.3268371522426605,0.836277961730957
104,104,0.3268371522426605,0.836277961730957
105,105,0.32683709263801575,0.836277961730957
106,106,0.3268371820449829,0.836277961730957
107,107,0.3268371522426605,0.836277961730957
108,108,0.3268371522426605,0.836277961730957
109,109,0.32683712244033813,0.836277961730957
110,110,0.3268371522426605,0.836277961730957
111,111,0.32683709263801575,0.836277961730957
112,112,0.3268371820449829,0.836277961730957
113,113,0.3268371522426605,0.836277961730957
114,114,0.32683712244033813,0.836277961730957
115,115,0.32683712244033813,0.836277961730957
116,116,0.32683712244033813,0.836277961730957
117,117,0.32683712244033813,0.836277961730957
118,118,0.3268371522426605,0.836277961730957
119,119,0.3268372118473053,0.836277961730957
120,120,0.3268371522426605,0.836277961730957
121,121,0.3268371522426605,0.836277961730957
122,122,0.3268372118473053,0.836277961730957
123,123,0.32683712244033813,0.836277961730957
124,124,0.3268371820449829,0.836277961730957
125,125,0.3268371522426605,0.836277961730957
126,126,0.3268371820449829,0.836277961730957
127,127,0.32683712244033813,0.836277961730957
128,128,0.32683709263801575,0.836277961730957
129,129,0.3268371522426605,0.836277961730957
130,130,0.3268371522426605,0.836277961730957
131,131,0.32683709263801575,0.836277961730957
132,132,0.32683709263801575,0.836277961730957
133,133,0.3268371820449829,0.836277961730957
134,134,0.3268372118473053,0.836277961730957
135,135,0.3268372118473053,0.836277961730957
136,136,0.3268371820449829,0.836277961730957
137,137,0.32683709263801575,0.836277961730957
138,138,0.3268371522426605,0.836277961730957
139,139,0.3268371522426605,0.836277961730957
140,140,0.32683709263801575,0.836277961730957
141,141,0.3268371820449829,0.836277961730957
142,142,0.3268371522426605,0.836277961730957
143,143,0.32683709263801575,0.836277961730957
144,144,0.3268371522426605,0.836277961730957
145,145,0.32683712244033813,0.836277961730957
146,146,0.32683712244033813,0.836277961730957
147,147,0.32683712244033813,0.836277961730957
148,148,0.3268372118473053,0.836277961730957
149,149,0.3268371522426605,0.836277961730957
150,150,0.3268371820449829,0.836277961730957
151,151,0.32683709263801575,0.836277961730957
152,152,0.3268372118473053,0.836277961730957
153,153,0.32683712244033813,0.836277961730957
154,154,0.3268371820449829,0.836277961730957
155,155,0.3268371820449829,0.836277961730957
156,156,0.32683709263801575,0.836277961730957
157,157,0.3268371522426605,0.836277961730957
158,158,0.3268370032310486,0.836277961730957
159,159,0.32683709263801575,0.836277961730957
160,160,0.3268371522426605,0.836277961730957
161,161,0.32683712244033813,0.836277961730957
162,162,0.3268372118473053,0.836277961730957
163,163,0.3268371522426605,0.836277961730957
164,164,0.3268372118473053,0.836277961730957
165,165,0.3268371522426605,0.836277961730957
166,166,0.3268371522426605,0.836277961730957
167,167,0.32683712244033813,0.836277961730957
168,168,0.3268372118473053,0.836277961730957
169,169,0.3268371820449829,0.836277961730957
170,170,0.32683712244033813,0.836277961730957
171,171,0.32683712244033813,0.836277961730957
172,172,0.32683712244033813,0.836277961730957
173,173,0.32683709263801575,0.836277961730957
174,174,0.32683712244033813,0.836277961730957
175,175,0.32683709263801575,0.836277961730957
176,176,0.3268372118473053,0.836277961730957
177,177,0.3268371522426605,0.836277961730957
178,178,0.3268371522426605,0.836277961730957
179,179,0.3268371522426605,0.836277961730957
180,180,0.3268371522426605,0.836277961730957
181,181,0.3268371522426605,0.836277961730957
182,182,0.3268371522426605,0.836277961730957
183,183,0.3268371522426605,0.836277961730957
184,184,0.3268371820449829,0.836277961730957
185,185,0.32683709263801575,0.836277961730957
186,186,0.3268371522426605,0.836277961730957
187,187,0.3268371522426605,0.836277961730957
188,188,0.3268371522426605,0.836277961730957
189,189,0.3268371522426605,0.836277961730957
190,190,0.3268372118473053,0.836277961730957
191,191,0.32683712244033813,0.836277961730957
192,192,0.32683709263801575,0.836277961730957
