,Iteration,Loss,Accuracy
0,0,0.6940799355506897,0.3987043499946594
1,1,0.6774782538414001,0.5
2,2,0.6495545506477356,0.554770290851593
3,3,0.5926510691642761,0.8044758439064026
4,4,0.5183006525039673,0.8233215808868408
5,5,0.43886807560920715,0.8239104747772217
6,6,0.3777890205383301,0.8321554660797119
7,7,0.3546368181705475,0.8351001143455505
8,8,0.3540714383125305,0.8380447626113892
9,9,0.3592647910118103,0.8392226099967957
10,10,0.35570579767227173,0.8374558091163635
11,11,0.3435283303260803,0.8380447626113892
12,12,0.33292701840400696,0.8374558091163635
13,13,0.32974591851234436,0.833922266960144
14,14,0.33147090673446655,0.8309776186943054
15,15,0.3349360227584839,0.8286219239234924
16,16,0.3426656723022461,0.8239104747772217
17,17,0.37870949506759644,0.8203769326210022
18,18,0.5355443954467773,0.7856301665306091
19,19,0.8501744866371155,0.6360424160957336
20,20,0.5732486248016357,0.8009423017501831
21,21,0.35327327251434326,0.8351001143455505
22,22,0.44555944204330444,0.8021201491355896
23,23,0.370634526014328,0.8239104747772217
24,24,0.3910045921802521,0.831566572189331
25,25,0.37606456875801086,0.8333333134651184
26,26,0.360450804233551,0.8256772756576538
27,27,0.3707156181335449,0.8227326273918152
28,28,0.34655115008354187,0.8392226099967957
29,29,0.35777121782302856,0.8398115634918213
30,30,0.34192052483558655,0.8398115634918213
31,31,0.34491434693336487,0.8309776186943054
32,32,0.33845603466033936,0.8309776186943054
33,33,0.33670133352279663,0.8409894108772278
34,34,0.33450767397880554,0.8398115634918213
35,35,0.3313201665878296,0.8327444195747375
36,36,0.3303036093711853,0.8321554660797119
37,37,0.32728439569473267,0.8374558091163635
38,38,0.3263806700706482,0.8374558091163635
39,39,0.3237491548061371,0.8333333134651184
40,40,0.3226071894168854,0.8327444195747375
41,41,0.32041531801223755,0.8351001143455505
42,42,0.3189840018749237,0.8356890678405762
43,43,0.31664687395095825,0.833922266960144
44,44,0.314963161945343,0.8333333134651184
45,45,0.312722384929657,0.8409894108772278
46,46,0.31047776341438293,0.8451119065284729
47,47,0.30810749530792236,0.8433451056480408
48,48,0.30563560128211975,0.8486454486846924
49,49,0.30320069193840027,0.8545347452163696
50,50,0.30081719160079956,0.8557125926017761
51,51,0.2987141013145447,0.8568904399871826
52,52,0.2967025637626648,0.8586572408676147
53,53,0.2950040102005005,0.8580682873725891
54,54,0.29339149594306946,0.8592461943626404
55,55,0.2919291853904724,0.8604240417480469
56,56,0.29057684540748596,0.8610129356384277
57,57,0.2893206775188446,0.8627797365188599
58,58,0.28822061419487,0.8651354312896729
59,59,0.287194162607193,0.8680800795555115
60,60,0.2862357199192047,0.866902232170105
61,61,0.28528979420661926,0.8680800795555115
62,62,0.2843472957611084,0.869257926940918
63,63,0.2834426760673523,0.8710247278213501
64,64,0.28256458044052124,0.8704358339309692
65,65,0.2817239761352539,0.8716136813163757
66,66,0.2808983027935028,0.8722025752067566
67,67,0.2800900340080261,0.8722025752067566
68,68,0.27929577231407166,0.8722025752067566
69,69,0.27852630615234375,0.8733804225921631
70,70,0.2777863144874573,0.8727915287017822
71,71,0.2770501375198364,0.8745583295822144
72,72,0.276336669921875,0.8751472234725952
73,73,0.27563223242759705,0.8769140243530273
74,74,0.27493816614151,0.8769140243530273
75,75,0.274273157119751,0.8763250708580017
76,76,0.2736109495162964,0.8763250708580017
77,77,0.2729682922363281,0.8757361769676208
78,78,0.2723381221294403,0.8739693760871887
79,79,0.2717076241970062,0.8757361769676208
80,80,0.27109211683273315,0.8763250708580017
81,81,0.2704782783985138,0.8763250708580017
82,82,0.26985955238342285,0.8780918717384338
83,83,0.26924294233322144,0.8775029182434082
84,84,0.2686254680156708,0.8775029182434082
85,85,0.2679985463619232,0.879858672618866
86,86,0.2673519253730774,0.879858672618866
87,87,0.26670917868614197,0.879858672618866
88,88,0.2660554051399231,0.8810365200042725
89,89,0.2654004693031311,0.8810365200042725
90,90,0.2647390067577362,0.8816254138946533
91,91,0.26405635476112366,0.8828033208847046
92,92,0.2633807957172394,0.882214367389679
93,93,0.2626705765724182,0.8833922147750854
94,94,0.2619498670101166,0.8839811682701111
95,95,0.2612239718437195,0.8839811682701111
96,96,0.26048675179481506,0.8857479095458984
97,97,0.25973764061927795,0.8851590156555176
98,98,0.2589772045612335,0.8851590156555176
99,99,0.2582014501094818,0.8857479095458984
100,100,0.25741052627563477,0.8869258165359497
101,101,0.25658485293388367,0.8863368630409241
102,102,0.2557585537433624,0.8886925578117371
103,103,0.2549149990081787,0.8892815113067627
104,104,0.25406038761138916,0.8892815113067627
105,105,0.2531919479370117,0.8898704648017883
106,106,0.25229695439338684,0.8910483121871948
107,107,0.2513984739780426,0.8898704648017883
108,108,0.25048449635505676,0.8898704648017883
109,109,0.24952128529548645,0.8910483121871948
110,110,0.248527392745018,0.8904593586921692
111,111,0.2475634217262268,0.8922261595726013
112,112,0.2466091513633728,0.8916372060775757
113,113,0.24572037160396576,0.8916372060775757
114,114,0.2450658529996872,0.8869258165359497
115,115,0.24487170577049255,0.8945818543434143
116,116,0.2461276352405548,0.8839811682701111
117,117,0.2524816393852234,0.8875147104263306
118,118,0.2718300521373749,0.8627797365188599
119,119,0.3342858552932739,0.8050647974014282
120,120,0.3857770264148712,0.7932862043380737
121,121,0.3881315588951111,0.8032979965209961
122,122,0.2598991394042969,0.8751472234725952
123,123,0.27928441762924194,0.8674911856651306
124,124,0.2850628197193146,0.869257926940918
125,125,0.24201613664627075,0.901648998260498
126,126,0.26321449875831604,0.8610129356384277
127,127,0.24466665089130402,0.8975265026092529
128,128,0.24457848072052002,0.9010600447654724
129,129,0.24411140382289886,0.8857479095458984
130,130,0.2360478937625885,0.8998821973800659
131,131,0.24001404643058777,0.8963486552238464
132,132,0.2337593287229538,0.9081271886825562
133,133,0.23355093598365784,0.9010600447654724
134,134,0.23193183541297913,0.9063604474067688
135,135,0.22952255606651306,0.9069493412971497
136,136,0.2289814054965973,0.8981154561042786
137,137,0.22646452486515045,0.9057714939117432
138,138,0.22559675574302673,0.9034157991409302
139,139,0.22420303523540497,0.9045936465263367
140,140,0.22232100367546082,0.9081271886825562
141,141,0.22123116254806519,0.9098939895629883
142,142,0.21989892423152924,0.9104829430580139
143,143,0.21833603084087372,0.9093050360679626
144,144,0.21708987653255463,0.9098939895629883
145,145,0.21578548848628998,0.9110718369483948
146,146,0.21430496871471405,0.9104829430580139
147,147,0.2129090428352356,0.9134275913238525
148,148,0.2115444540977478,0.9134275913238525
149,149,0.21012383699417114,0.9128386378288269
150,150,0.20873093605041504,0.914605438709259
151,151,0.20739097893238068,0.914605438709259
152,152,0.20603042840957642,0.9151943325996399
153,153,0.20467565953731537,0.9157832860946655
154,154,0.2033301293849945,0.9175500869750977
155,155,0.20198650658130646,0.916961133480072
156,156,0.2006729692220688,0.919316828250885
157,157,0.19938506186008453,0.9199057817459106
158,158,0.19814839959144592,0.9210836291313171
159,159,0.19695959985256195,0.9210836291313171
160,160,0.19582822918891907,0.9222614765167236
161,161,0.1947418749332428,0.9228504300117493
162,162,0.19411030411720276,0.9204946756362915
163,163,0.19454310834407806,0.9181389808654785
164,164,0.19963300228118896,0.9157832860946655
165,165,0.21606189012527466,0.8922261595726013
166,166,0.284434050321579,0.8710247278213501
167,167,0.3028876483440399,0.851590096950531
168,168,0.33372870087623596,0.8710247278213501
169,169,0.21016572415828705,0.9087161421775818
170,170,0.25379103422164917,0.8757361769676208
171,171,0.3253883719444275,0.8710247278213501
172,172,0.20655235648155212,0.9045936465263367
173,173,0.25183579325675964,0.8716136813163757
174,174,0.2754713296890259,0.8851590156555176
175,175,0.19701458513736725,0.9187279343605042
176,176,0.24722567200660706,0.8745583295822144
177,177,0.24365994334220886,0.8987043499946594
178,178,0.19556330144405365,0.9228504300117493
179,179,0.2356441169977188,0.8816254138946533
180,180,0.22925414144992828,0.8969375491142273
181,181,0.19144728779792786,0.9234393239021301
182,182,0.21526555716991425,0.8881036639213562
183,183,0.21312278509140015,0.9045936465263367
184,184,0.18801520764827728,0.9316843152046204
185,185,0.19962596893310547,0.9004711508750916
186,186,0.20372653007507324,0.9093050360679626
187,187,0.18709227442741394,0.9293286204338074
188,188,0.1880013644695282,0.9187279343605042
189,189,0.19378820061683655,0.9134275913238525
190,190,0.18712890148162842,0.9163721799850464
191,191,0.18175886571407318,0.9293286204338074
192,192,0.18178319931030273,0.9269729256629944
193,193,0.18285322189331055,0.9181389808654785
194,194,0.18198029696941376,0.9240282773971558
195,195,0.17927396297454834,0.9305064678192139
196,196,0.17691971361637115,0.9293286204338074
197,197,0.17564888298511505,0.932273268699646
198,198,0.17479701340198517,0.932273268699646
199,199,0.17429879307746887,0.9287396669387817
200,200,0.17397069931030273,0.9310954213142395
201,201,0.17437593638896942,0.9246171712875366
202,202,0.17583759129047394,0.9222614765167236
203,203,0.18260930478572845,0.916961133480072
204,204,0.1929580569267273,0.901648998260498
205,205,0.23187805712223053,0.8969375491142273
206,206,0.2290034145116806,0.8810365200042725
207,207,0.24798615276813507,0.8951708078384399
208,208,0.19279830157756805,0.901648998260498
209,209,0.17056576907634735,0.9252061247825623
210,210,0.17156726121902466,0.9246171712875366
211,211,0.18097352981567383,0.9181389808654785
212,212,0.20584173500537872,0.9069493412971497
213,213,0.19544757902622223,0.9034157991409302
214,214,0.18487565219402313,0.9104829430580139
215,215,0.1744513213634491,0.9204946756362915
216,216,0.17466703057289124,0.9234393239021301
217,217,0.17133425176143646,0.9275618195533752
218,218,0.17451733350753784,0.9128386378288269
219,219,0.17970512807369232,0.9122496843338013
220,220,0.20369644463062286,0.9098939895629883
221,221,0.1932147741317749,0.9034157991409302
222,222,0.19778846204280853,0.904004693031311
223,223,0.19346342980861664,0.8969375491142273
224,224,0.21842171251773834,0.9063604474067688
225,225,0.18388818204402924,0.9116607904434204
226,226,0.16275444626808167,0.9240282773971558
227,227,0.16300807893276215,0.9228504300117493
228,228,0.1690269559621811,0.929917573928833
229,229,0.1837180256843567,0.916961133480072
230,230,0.18578964471817017,0.904004693031311
231,231,0.21096400916576385,0.9075382947921753
232,232,0.19271717965602875,0.9063604474067688
233,233,0.18628443777561188,0.9116607904434204
234,234,0.17320555448532104,0.9181389808654785
235,235,0.1806480884552002,0.9181389808654785
236,236,0.17142105102539062,0.9228504300117493
237,237,0.16658101975917816,0.9163721799850464
238,238,0.1639253795146942,0.929917573928833
239,239,0.1754915416240692,0.9187279343605042
240,240,0.17234712839126587,0.9199057817459106
241,241,0.18818867206573486,0.9063604474067688
242,242,0.19443321228027344,0.8963486552238464
243,243,0.23929008841514587,0.9022379517555237
244,244,0.1813414841890335,0.9134275913238525
245,245,0.1578225940465927,0.9287396669387817
246,246,0.16983050107955933,0.9098939895629883
247,247,0.21192777156829834,0.8934040069580078
248,248,0.28210845589637756,0.8922261595726013
249,249,0.17885205149650574,0.9110718369483948
250,250,0.1838798224925995,0.9122496843338013
251,251,0.27316609025001526,0.8816254138946533
252,252,0.20364604890346527,0.914605438709259
253,253,0.15024787187576294,0.9328621625900269
254,254,0.1734870970249176,0.9087161421775818
255,255,0.17286047339439392,0.9210836291313171
256,256,0.19234761595726013,0.919316828250885
257,257,0.1481369584798813,0.9310954213142395
258,258,0.17885001003742218,0.9081271886825562
259,259,0.2302984744310379,0.9022379517555237
260,260,0.19748680293560028,0.9104829430580139
261,261,0.15396109223365784,0.934628963470459
262,262,0.19604910910129547,0.8998821973800659
263,263,0.2143068164587021,0.8904593586921692
264,264,0.22834551334381104,0.9116607904434204
265,265,0.149298757314682,0.9275618195533752
266,266,0.22135169804096222,0.8945818543434143
267,267,0.2900467813014984,0.8875147104263306
268,268,0.19940702617168427,0.8992933034896851
269,269,0.21666960418224335,0.8916372060775757
270,270,0.2608221173286438,0.8828033208847046
271,271,0.15488697588443756,0.9310954213142395
